acc_rolling_weight,rolling_speed_rm,pp_cr_r,temp_pass_rc,passreduction_th_rc_plan,passdiff_width_rc_plan,strength_yp,th_pass_plan,width_pass_rc,mill_modulus,rollforce_plan,dna_set,rollgap_plan,rollforce_rm,th_pass_rc
2,9,5,1073,-13,56,41,108,2857,1545.1574191133907,66977.43164617445,2.6552471883870203,20,61657.7402356334,108.55606082997369
